all_taxa	xyl1	xyl2	xyl3	tkl1	tal1	xyl1.2	xyl2.2	xyl3.2	tal1.2	tkl1.2
candida blattae	0.374810520538328	0.410871909757315	0.355953487890647	0.356033884148166	0.436809882139029	0.457283618343538	NA	NA	0.502343340186484	NA
tortispora starmeri	0.374772486374822	0.312292120004934	0.316134204569568	0.334481316063865	0.384829542767962	NA	NA	NA	NA	NA
clavispora lusitaniae	0.421742037752634	NA	0.319876145255438	0.44115461503885	0.450126430318288	NA	NA	NA	NA	NA
candida fructus	0.430771724725588	NA	0.321908773458276	0.443089420107248	0.50181718328766	NA	NA	NA	NA	NA
candida golubevii	0.434816844114523	0.356553064551251	0.358980463483627	0.443363948708091	0.416053680346787	NA	NA	NA	NA	NA
metschnikowia bicuspidata	0.313583602550486	0.300900781694418	0.274519382343488	0.343266611363454	0.363948038449087	NA	NA	0.297952188904096	NA	NA
candida wancherniae	0.55872290345305	0.499202680342744	0.498649812029632	0.557981207549661	0.516650558502956	NA	NA	NA	NA	NA
candida hawaiiana	0.44732551470845	0.36276910323834	0.366594912218455	0.463287154894096	0.437554514098537	NA	NA	NA	NA	NA
tortispora caseinolytica	0.460449108043673	0.407706956851108	0.379019199902455	0.405502809319757	0.465681188373261	NA	NA	NA	NA	NA
metschnikowia bowlesiae	0.111499183951207	0.108817862521442	0.08522011036658	0.119232957095474	0.106783605473889	0.111371917698383	NA	NA	NA	NA
metschnikowia dekortum	0.168453839522069	0.161422662110736	0.154716617094336	0.17704711555934	0.162915730037031	NA	NA	NA	NA	NA
metschnikowia kipukae	0.476302898782334	0.438408165637428	0.416052275661593	0.498034001033096	0.506019270415943	NA	NA	NA	NA	NA
metschnikowia proteae	0.456543479023244	0.433818392132434	0.40573071837162	0.486797163633542	0.448856449690705	NA	NA	NA	NA	NA
metschnikowia drakensbergensis	0.50615105767164	0.471740284566696	0.417172624296826	0.573249151899105	0.489701068325536	NA	NA	NA	NA	NA
metschnikowia hibisci	0.590332858989092	0.565548428567855	0.499756271959332	0.598640311763262	0.610079721444717	NA	NA	NA	NA	NA
metschnikowia shivogae	0.348025627688804	0.278050522573873	0.255196533739535	0.333336022075427	0.342907418709067	NA	NA	NA	NA	NA
tortispora ganteri	0.495623857883026	0.433569787111913	0.47099150042351	0.495336836139032	0.532834476784636	NA	NA	NA	NA	NA
metschnikowia ipomoeae	0.284155236386859	0.273577390621582	0.234136136253491	0.278511816437305	0.274280919759531	NA	NA	NA	NA	NA
metschnikowia borealis	0.225151366836899	0.198505235168949	0.168949396273047	0.211471280863735	0.20331888612717	NA	NA	0.21970238932294	NA	NA
metschnikowia continentalis	0.250877515742979	0.242828504799285	0.203300205696444	0.241348015921985	0.236220300331393	NA	NA	NA	NA	NA
metschnikowia santaceciliae	0.363281681422023	0.334450006248838	0.292583335590788	0.36035955777753	0.349459159707184	NA	NA	NA	NA	NA
metschnikowia kamakouana	0.342496841837518	0.328952730785717	0.305421223713999	0.339222473360293	0.339171874418188	NA	NA	NA	NA	NA
spencermartinsiella europaea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
metschnikowia mauinuiana	0.190233888053245	0.176696392775371	0.15831871390513	0.193208203030489	0.183040853685384	NA	NA	NA	NA	NA
saccharomycopsis capsularis	0.516113673675847	0.33523630417325	0.38594050255158	0.517390971773593	0.537309626548834	NA	NA	NA	NA	NA
ogataea naganishii	0.376609354357055	0.418139775560045	0.381481454038305	0.423084235502691	0.363943251199323	0.448565712096952	NA	NA	0.4073518401183	NA
ogataea methylivora	0.493080968928522	0.438175421782041	0.424820672674327	0.4786265404727	0.433627491119563	NA	NA	NA	0.417119189327049	0.473336589903677
blastobotrys muscicola	0.281902956415518	0.209749114593771	0.181605973361176	0.286747441077695	0.319523969558293	NA	NA	NA	NA	NA
ogataea ramenticola	0.685581821196399	0.67730662034278	0.656897545851737	0.675361752403358	0.640970515478092	NA	NA	NA	0.717740571343477	0.690333044195257
pichia membranifaciens	0.410198361957161	0.426774490291959	0.411023717954482	0.44385780046835	0.494212836542223	0.470744112809947	NA	NA	NA	NA
pichia heedii	0.568767689379103	0.528690506186174	0.513554923323551	0.537079401511303	0.569691778554996	0.5897305078382	NA	NA	NA	NA
pichia nakasei	0.533763787894655	NA	0.459574806631915	0.489312228340269	0.555042149183302	0.478458811689001	NA	NA	NA	NA
kregervanrija fluxuum	0.519130572273823	0.513014202077704	0.464472417110667	0.520508143849855	0.457889779318096	NA	NA	NA	NA	0.593950021444744
kregervanrija delftensis	0.502816394569122	0.489482379703334	0.440423434428222	0.489626628882478	0.523426016859715	NA	NA	NA	NA	NA
ogataea populiabae	0.331410541651281	0.368987819041879	0.310074701456797	0.336929848826535	0.383353919680779	0.329624551306035	NA	NA	0.32836117269168	0.371544862518576
ogataea trehaloabstinens	0.318018966615997	0.344393183740344	0.331264176927014	0.389451424228873	0.380630913033064	0.329058277936453	NA	NA	0.325191171426393	0.333687819968428
blastobotrys nivea	0.430859494972916	0.355336171862712	0.366815656817234	0.454227133569554	0.463283064956495	NA	NA	0.357495680657883	0.42225857219656	0.358702091033148
ogataea trehalophila	0.440476023795292	0.423843441542971	0.364395438374834	0.445867986053493	0.487289302068872	NA	NA	NA	0.422234100042198	0.354756089316699
candida arabinofermentans	0.693361694117201	0.669260715393291	0.64510759543757	0.680441546121601	0.696737044566849	NA	NA	NA	0.662702613019118	0.626760690495656
ogataea pilisensis	0.492324891862619	0.466266629374244	0.418773407769931	0.466080126980742	0.495029589118186	0.483993907695214	NA	NA	0.471887329475639	0.397926239561761
ogataea nitratoaversa	0.619155963910167	0.591959974549689	0.554757682033824	0.601194792623161	0.62862429992266	NA	NA	NA	0.601464091973482	0.569758580974034
ogataea zsoltii	0.487736889206203	0.403124176061948	0.401996651972528	0.493203281218923	0.436131103114653	0.385770787911766	NA	NA	0.428274883142422	0.460753746063027
ogataea pini	0.403882970934881	0.360399841401058	0.325561150161689	0.367455873368748	0.344373925055689	0.363768698978156	NA	NA	0.43469827142316	0.392267458459874
ogataea henricii	0.443915164541237	0.404664273440673	0.340753256197046	0.41429476380801	0.368935218424773	0.360395622131136	NA	NA	0.460953063867069	0.406894498485088
blastobotrys proliferans	0.491728671131456	0.418805926641495	0.338110040307424	0.356604757152732	0.505606987366999	NA	NA	NA	0.460821713446734	NA
ogataea glucozyma	0.349427269873795	0.292354621338792	0.289649366945495	0.376885604866445	0.323881043718852	NA	NA	NA	0.304396682011897	0.305107849280996
ogataea kodamae	0.254501453076368	0.249501914156556	0.234783876643663	0.299037347139189	0.296652912020623	NA	NA	NA	0.295978010790149	0.273069431547861
ogataea minuta	0.376894654049662	0.377928753960202	0.337616659080535	0.418286155989637	0.389672185734939	0.404845393424105	NA	NA	0.406082785928149	NA
ogataea nonfermentans	0.391633204386478	0.38073935963422	0.357678614182906	0.398596496729104	0.39134052022	0.432262547200737	NA	NA	0.438015080285375	0.385896160287408
ogataea philodendra	0.414781020888114	0.361553696353704	0.350265832273236	0.39672377774874	0.377668996284153	NA	NA	NA	0.393090062557155	NA
ogataea parapolymorpha	0.463739111705136	NA	0.386187365631369	0.445601900536327	0.387247712786761	NA	NA	NA	0.478054421210737	0.475111273237339
ogataea polymorpha	0.436946411724323	NA	0.383407334231459	0.462439327989657	0.383255436314811	NA	NA	NA	0.424328987111963	0.379446798804448
ambrosiozyma pseudovanderkliftii	0.434257650778468	0.550910815530249	0.469557036676011	0.565890593558051	0.515314402437011	0.533254344228379	NA	NA	NA	0.599508758405609
ambrosiozyma philentoma	0.49828079500145	0.549380243650369	0.53568858371835	0.594986968673212	0.45458596897302	0.554900588100257	NA	NA	NA	0.520807279740463
deakozyma indianensis	0.472626420286023	0.402173179101961	0.320054119139526	0.434435414795874	0.487239952625233	NA	NA	NA	NA	NA
ambrosiozyma oregonensis	0.441044320811993	0.483889405477107	0.449319273173607	0.531502972673341	0.569479070553704	0.473918847299252	NA	NA	NA	0.414931812113493
ambrosiozyma vanderkliftii	0.478769032266596	0.485357586979272	0.406273314608883	0.497557349987051	0.517070804582112	NA	NA	NA	NA	0.4554330177279
ambrosiozyma ambrosiae	0.550163363338661	0.537570979820773	0.507283660890622	0.562664501739511	0.617307528227323	NA	NA	NA	NA	0.492669723451983
ambrosiozyma maleeae	0.368579555928559	0.321416004054789	0.256986617532299	0.421561408689754	0.314414919284465	NA	NA	NA	NA	0.284827017447323
hanseniaspora singularis	0.190641348474304	NA	NA	0.211596026538609	0.270002111633367	NA	NA	NA	NA	NA
candida incommunis	0.427549068045939	0.361278160901142	0.329106461333352	0.432672999252115	0.473856857159895	NA	NA	NA	0.319289669290463	NA
lipomyces oligophaga	0.277899134627084	0.29797510690585	0.253070648520705	0.278063853751895	0.367841021978999	NA	NA	NA	0.347776624893945	NA
hanseniaspora valbyensis	0.267895516271256	NA	NA	0.348222175252587	0.325891230823951	NA	NA	NA	NA	NA
kloeckera hatyaiensis	0.201129674940854	NA	NA	0.277860035886652	0.329707674451599	NA	NA	NA	NA	NA
hanseniaspora pseudoguilliermondii	0.296868336021379	NA	NA	0.380594866177597	0.413768336471354	NA	NA	NA	NA	NA
hanseniaspora uvarum	0.34227751754916	NA	NA	0.404175517941628	0.417312753160039	NA	NA	NA	NA	NA
hanseniaspora clermontiae	0.301665117537026	NA	NA	0.340389377330321	0.368257763647851	NA	NA	NA	NA	0.288505556327527
pichia kudriavzevii	0.340913981031251	0.308714439009008	0.278254296026687	0.333103857422168	0.365246276387814	NA	NA	NA	NA	NA
pichia terricola	0.534068243971645	0.438112660728694	0.420250007585877	0.54298170714592	0.44584664110049	NA	NA	NA	NA	NA
pichia occidentalis	0.343520118304131	0.278017640369104	0.258895859573088	0.323870334021134	0.389808702970785	NA	NA	NA	NA	NA
middelhovenomyces tepae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
pichia exigua	0.403205423162898	0.355357028307366	0.345761960762126	0.392614361158072	0.347075597445417	NA	NA	NA	NA	NA
pichia norvegensis	0.329940187936209	0.302718741484735	0.273351552667359	0.323009877753991	0.289987099978052	NA	NA	NA	NA	NA
martiniozyma abiesophila	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
saturnispora saitoi	0.325454891820781	0.319102937568828	0.291727305327573	0.362249544346778	0.366565944932299	NA	NA	NA	NA	NA
saturnispora zaruensis	0.247478680491737	0.219027941584208	0.213763384539748	0.238696415062186	0.271439131877104	NA	NA	NA	NA	NA
saturnispora dispora	0.290917770242444	0.261060001162154	0.261731119852106	0.328750296969602	0.326556027435385	NA	NA	NA	NA	NA
saturnispora serradocipensis	0.299530455110202	0.259207190647635	0.245668425296248	0.294745757215318	0.33428325117564	NA	NA	NA	NA	NA
saturnispora hagleri	0.337352526752523	0.324151720893931	0.318500391921466	0.342552180494684	0.336300520723623	NA	NA	NA	NA	NA
geotrichum candidum	0.328629514935434	0.312216522047116	0.219276632520168	0.275526325199089	0.347685374441975	NA	NA	NA	NA	NA
saturnispora silvae	0.422967656470767	0.37665590174067	NA	0.467324510039199	0.499972973277013	NA	NA	NA	NA	NA
saturnispora mendoncae	0.409338310576397	0.410030702279139	0.38958751115511	0.471096052882096	0.469902447819692	NA	NA	NA	NA	NA
priceomyces carsonii	0.432378159383824	0.414442691844965	0.404906289564844	0.399146423136367	0.412410484803661	0.476968889622626	NA	NA	0.449967769185609	NA
brettanomyces custersianus	0.381932750595908	0.383521957545919	0.375924412385425	0.439438408283149	0.420412399229399	NA	NA	NA	NA	NA
brettanomyces anomalus	0.409613679693264	0.410030001311266	0.393447638180086	0.450460445361309	0.459064631296035	NA	NA	NA	NA	NA
dekkera bruxellensis	0.299905746273434	0.310802645763215	0.274178750000634	0.300945704811776	0.317229245874265	NA	NA	NA	NA	NA
kuraishia ogatae	0.524617425088293	0.459160757194773	0.456550605082159	0.4978932787664	0.463571037128893	NA	NA	NA	0.51615572607885	0.495553413757662
dipodascus albidus	0.499307390110892	0.506478487371431	0.39872138964869	0.447519827336129	0.550481764953442	NA	NA	NA	NA	NA
kuraishia capsulata	0.552126889657228	0.491029207860013	0.492630552679497	0.519070890953195	0.538567927930659	NA	NA	NA	0.507740164789412	0.505222851170292
kuraishia molischiana	0.439962365622903	NA	0.399502879696402	0.450081683680665	0.392408243135291	NA	NA	NA	0.395567524192298	NA
komagataella pastoris	0.295220804776073	0.288891070644497	0.284941785166842	0.369761130187848	0.314567997086505	NA	NA	NA	0.363881945122694	0.410060552930859
komagataella populi	0.314950778773482	0.291376214009757	0.274358324854148	0.364817461332694	0.36897510783592	NA	NA	NA	0.382313640595861	NA
dipodascus geniculatus	0.486420927170654	0.453519169147773	0.391741841349041	0.386521147193598	0.51589083353144	NA	NA	NA	NA	NA
komagataella pseudopastoris	0.317368883625165	0.29868836704558	0.268565912827914	0.375371677069346	0.366955564820373	NA	NA	NA	0.32963670943095	NA
citeromyces hawaiiensis	0.42838364065561	0.41101600969936	0.391525414722797	0.425965494152275	0.463469349208019	NA	NA	0.400954966755177	NA	0.462856031371073
citeromyces matritensis	0.380276244085987	0.359789399483508	0.356359140620331	0.392469158163694	0.428358425042393	NA	NA	NA	NA	NA
citeromyces siamensis	0.342811258797218	0.348900540602706	0.326192000240741	0.361693873404905	0.35763470794089	0.358016567331814	NA	0.318308930026248	0.364084899253912	0.352772008540046
pachysolen tannophilus	0.543132617507678	0.53457709848059	0.511523182772549	0.538641970151551	0.553465602430033	0.542223593796239	NA	NA	NA	NA
peterozyma toletana	0.531944509355893	0.501745873693352	0.455175341358934	0.487651366782533	0.582489013931111	NA	NA	NA	0.564259730942892	0.4740016148375
peterozyma xylosa	0.514334228287156	0.493105729599267	0.456507382028531	0.559810041684659	0.477119772117037	NA	NA	NA	0.498777706183015	0.575074095598184
blastobotrys mokoenaii	0.433922463437525	0.429502637177146	0.332893994674626	0.425604453532552	0.429429896101968	NA	NA	NA	NA	NA
nakazawaea holstii	0.657861825482783	0.579585952884513	0.582378591701906	0.645030632127653	0.686865757106008	NA	NA	NA	NA	NA
ascoidea rubescens	0.381155515446297	0.344083163306249	0.34468330277543	0.401339791900548	0.428183205976455	NA	NA	NA	NA	NA
candida ponderosae	0.522997344135481	0.504972413564332	0.469456957500339	0.574270876254692	0.614443534657874	NA	NA	0.464158989449365	NA	NA
candida stellimalicola	0.35189180260388	0.301951882094542	0.29904073542276	0.345765037743674	0.42559571479488	NA	NA	NA	NA	NA
starmera amethionina	0.466967185542016	0.415568785267131	0.39380322178569	0.429010433432673	0.53353936856798	NA	NA	NA	0.501579086409433	NA
starmera quercuum	0.383205440661072	0.299067749846787	0.267580386421323	0.292684586981022	0.40567138176298	NA	NA	NA	0.355755736917185	NA
wickerhamomyces anomalus	0.448236475697071	0.391337312471605	0.412151846037739	0.495035033468481	0.53881722370647	NA	NA	NA	0.37613198955763	NA
wickerhamomyces ciferrii	0.599652682713068	0.535221922098676	0.552251788745619	0.50867213547267	0.690838549317246	NA	NA	NA	0.650051937850821	NA
wickerhamomyces alni	0.604451463991376	0.523170728657208	0.471583436709317	0.543075359913493	0.622338671102748	NA	NA	NA	0.605354645605767	NA
blastobotrys serpentis	0.53208431111469	0.490313192098563	0.430883913318492	0.469732787836263	0.542634781065679	NA	0.477445351817687	NA	0.449791199850083	0.458290522813268
candida azyma	0.511533254095806	0.469707905295794	0.433521771265082	0.528663270472279	0.557894776589146	NA	NA	NA	NA	NA
wickerhamomyces canadensis	0.538690517212553	0.494523424607266	0.428872659536931	0.561583789647032	0.580707499709322	NA	NA	NA	NA	NA
wickerhamomyces bovis	0.648800659615352	0.569878405750028	0.494377727431691	0.632736743764741	0.665704929425109	NA	NA	NA	NA	NA
candida montana	0.572508205073173	0.560810063575907	0.494213971746708	0.614181942065602	0.690081685380888	0.590076993209392	NA	NA	0.605587709859509	NA
phaffomyces thermotolerans	0.555499058658905	0.515620384892906	0.499791148855777	0.528169126752941	0.656556274703961	0.605531311545869	0.503753502166965	NA	0.621056015688286	NA
candida orba	0.529902155016925	0.486180232224402	0.465773395957901	0.581531939344284	0.628778809666713	0.560390240656562	NA	0.506965714286473	0.500813965982778	NA
phaffomyces antillensis	0.512170537548876	NA	0.453577228797211	0.593098043262897	0.620416080430786	0.577143336485323	NA	NA	0.525494040094498	NA
phaffomyces opuntiae	0.531486438153578	0.541427479337262	0.482641132230124	0.615202449437268	0.645867271583929	0.607265918556492	NA	NA	0.555249594821736	NA
barnettozyma pratensis	0.587405843141884	0.529383593978652	0.462861830118607	0.589057375899816	0.641929572882122	NA	NA	NA	NA	NA
barnettozyma salicaria	0.492988097002839	0.398757977374654	0.35014062157191	0.487950367460111	0.5637275482314	0.468858970911234	NA	NA	NA	NA
blastobotrys americana	0.363875678319893	0.336052794010401	0.295489252996706	0.384857224430631	0.422698273877311	NA	NA	NA	0.327516097058302	0.350333037719814
barnettozyma californica	0.461110122391482	NA	0.395105912423888	0.475969015089908	0.562951251953719	0.42242910166147	NA	NA	0.414641089629338	NA
barnettozyma hawaiiensis	0.439281550360024	0.44971374188827	0.401541988021836	0.488367993856876	0.536485126430879	0.437319520453237	NA	NA	0.432857469316759	NA
barnettozyma populi	0.525659422186691	0.497540026407722	0.441332152785614	0.48409257503993	0.587465476200793	0.461673244050588	NA	NA	0.543214903829332	NA
candida freyschussii	0.579503273940413	0.51568944612113	0.493901627174304	0.596631510143761	0.643967809129303	NA	NA	NA	NA	NA
cyberlindnera xylosilytica	0.58406919366766	0.492784728970215	0.456689463273825	0.467412380131343	0.572059867532848	NA	NA	NA	0.550359489994564	NA
candida mycetangii	0.481819188203528	0.421929736766506	0.436866593770193	0.471628945013387	0.538286835841661	NA	NA	NA	0.460113976757157	NA
cyberlindnera petersonii	0.543521404664023	0.462692084479168	0.436669082784179	0.476491675249756	0.584593587619202	NA	NA	NA	0.536503487881313	NA
cyberlindnera americana	0.384930720756011	0.374833949200206	0.325106394267414	0.431216271139286	0.473181752139667	0.435803571692069	NA	NA	0.321840279275172	NA
cyberlindnera maclurae	0.603655783823954	0.476279516747489	0.472527027002903	0.578012412421545	0.612831334826993	0.519015927983451	NA	NA	NA	0.468134287812613
blastobotrys peoriensis	0.533323629286109	0.475963810875541	0.431196206677772	0.464027265073354	0.586201042690767	NA	NA	NA	0.527105384815154	0.472840617329713
cyberlindnera misumaiensis	0.528283183287286	NA	0.466318365801336	0.573018185044512	0.607573412509096	0.535101821105171	NA	NA	NA	NA
cyberlindnera jadinii	0.547873344563869	NA	0.475069419803355	0.596502233435832	0.627753614668456	0.498431527701077	NA	NA	NA	NA
candida vartiovaarae	0.538342743796376	NA	0.412037117348725	0.538208946126299	0.5694972096809	NA	NA	NA	NA	NA
cyberlindnera mrakii	0.556647857147489	0.50916786975152	0.458536701142883	0.564719063909541	0.60418179122212	NA	NA	NA	0.482974207235709	NA
cyberlindnera saturnus	0.525631386703806	NA	0.442632757299556	0.535330154721442	0.577081256143412	NA	NA	NA	0.468002658393378	NA
cyberlindnera suaveolens	0.566675615913414	0.524364002611141	0.480153496561117	0.523927690144198	0.632490708384129	NA	NA	NA	0.590508598044954	NA
wickerhamomyces hampshirensis	0.530109502259686	0.507318260798161	0.426511006816461	0.485418683889197	0.595326061678528	NA	NA	NA	0.533280621556593	NA
arxula adeninivorans	0.409854076197068	0.259322404759454	0.252974508696467	0.313324374273346	0.396166547902685	NA	NA	NA	0.291696410336691	0.292957270781916
blastobotrys raffinofermentans	0.421779027535016	0.368060605074174	0.265830949841305	0.293272995437752	0.413645630238372	NA	0.267466750981275	NA	0.373778963607475	0.322106069362421
lipomyces suomiensis	0.339943421212064	0.302119031523902	0.256709015733042	0.345284197364662	0.354599373545097	NA	NA	NA	NA	NA
eremothecium cymbalariae	0.388681177624936	NA	0.310650081533235	0.377563231480464	0.401491523751529	NA	NA	0.360254840724012	NA	NA
eremothecium coryli	0.28366777095345	NA	NA	0.31317129876886	0.337344703188188	NA	NA	NA	NA	NA
ashbya aceri	0.326451452008323	NA	0.30379204751494	0.377349251409985	0.406640907980289	NA	NA	NA	NA	NA
eremothecium gossypii	0.335833448191324	0.286481201185003	0.270739277951102	0.346733489919072	0.373426097088443	NA	NA	NA	NA	NA
kluyveromyces aestuarii	0.323246692235412	0.27947654619366	0.254264593180498	0.362739875906378	0.418777671839819	NA	NA	NA	NA	NA
kluyveromyces marxianus	0.436725153409509	0.301867419241255	0.354085028003943	0.403277069690059	0.465845531035491	NA	NA	NA	NA	NA
kluyveromyces lactis	0.344259893623163	0.290121306186698	0.256929999447058	0.373174424682358	0.441354348833027	NA	NA	NA	NA	NA
kluyveromyces dobzhanskii	0.37386261082706	0.31865279173033	0.303582396177716	0.399313896572446	0.462472320963188	NA	NA	NA	NA	NA
nakaseomyces castellii	0.336976230625329	NA	0.282662859228646	0.314659357659899	0.43441262791826	NA	NA	NA	0.343650511615148	0.306786928423972
sugiyamaella lignohabitans	0.518430560649037	0.475404204966176	0.33755935879846	0.396122281431772	0.539115433103761	NA	NA	NA	0.26992374893116	NA
nakaseomyces bacillisporus	0.333436029042059	NA	0.230537549153269	0.312938206526801	0.408310990017542	NA	NA	NA	NA	0.422779597264009
hanseniaspora osmophila	0.398918872652407	NA	0.373950096711018	0.491061574144016	0.507542118946287	NA	NA	NA	NA	NA
hanseniaspora vinae	0.474653179478257	NA	0.425182184322453	0.607761572627278	0.635518138098122	NA	NA	NA	NA	NA
zygotorulaspora mrakii	0.313997571706196	0.295156617836563	0.260232762111533	0.310731258412175	0.402867896779641	NA	NA	NA	NA	NA
zygotorulaspora florentina	0.282843852530363	0.287001289641285	0.271877700440354	0.324131125505105	0.43867884856223	NA	NA	NA	NA	NA
torulaspora microellipsoides	0.440188921204356	NA	0.376015157464195	0.486820710229193	0.543656629452702	NA	NA	NA	NA	NA
torulaspora maleeae	0.420858399322695	0.346223978711548	0.319675927239157	0.391498988783278	0.479783786720522	NA	NA	NA	NA	NA
zygosaccharomyces rouxii	0.489393698875786	0.421120576617132	0.399031455590133	0.486002370562362	0.510243906678816	NA	NA	NA	NA	NA
zygosaccharomyces bailii	0.171439343656576	NA	0.147429862047023	0.164572142801445	0.239289213984943	NA	NA	NA	NA	NA
zygosaccharomyces bisporus	0.36558409012719	0.379952526219551	0.321583399304007	0.363532945860375	0.417888391123911	NA	NA	NA	NA	NA
zygosaccharomyces kombuchaensis	0.411946907760518	NA	0.364601205203833	0.392435430783553	0.445616406902243	NA	NA	NA	NA	NA
torulaspora delbrueckii	0.362735771417217	0.416859165277763	0.387733927948247	0.519028319353303	0.549567756619934	NA	NA	NA	NA	NA
torulaspora franciscae	0.380389000935482	0.345906321133275	0.302754588221789	0.370683781084064	0.492367954660407	NA	NA	NA	NA	NA
torulaspora pretoriensis	0.26139725233966	NA	0.254000332212468	0.358794407566326	0.424050710037756	NA	NA	NA	NA	NA
lachancea fermentati	0.295100462694111	0.242555719308494	0.241825250609478	0.375651917064072	0.405875682207899	NA	NA	NA	NA	NA
lachancea cidri	0.31834742244777	0.253988418440188	0.271635953603675	0.354344415044908	0.41940461473571	NA	NA	NA	NA	NA
lachancea kluyveri	0.346545030289827	0.314329702643488	0.24096345904713	0.375208094956683	0.512588614670377	NA	NA	NA	NA	NA
lachancea mirantina	0.324363802318227	NA	0.251612450013617	0.351563128693938	0.406900036571134	NA	NA	NA	NA	NA
lachancea waltii	0.257877286266273	NA	0.230544855317381	0.302877641569276	0.348232695208416	NA	NA	NA	0.236827827092769	NA
candida salmanticensis	0.465922641169338	0.375583037975547	0.339100772573	0.43976543000332	0.505127442408819	NA	NA	NA	NA	NA
lachancea quebecensis	0.258931060994692	0.281763036815122	0.238340672712805	0.314605519000278	0.372150252462187	NA	NA	NA	NA	NA
lachancea thermotolerans	0.298261116609312	0.281401654807135	0.242417978927408	0.31864498684024	0.36001948333799	NA	NA	NA	NA	NA
lachancea dasiensis	0.254660500014714	0.264963965999527	0.233489372324966	0.363085458858318	0.420134814560229	NA	NA	NA	NA	NA
lachancea nothofagi	0.258533317105388	0.291262594551822	0.230916276922858	0.378091630834076	0.419491158901662	NA	NA	NA	NA	NA
lachancea meyersii	0.344384909854893	0.277181827428971	0.254151286379515	0.36820470141482	0.45725600308825	NA	NA	NA	NA	NA
lachancea lanzarotensis	0.243403919824967	0.22732131212554	0.204298530276802	0.287289757739311	0.332261203479406	NA	NA	NA	NA	NA
lachancea fantastica	0.23841242801469	0.270070877047647	0.206285835211274	0.310744156210089	0.348360951020036	NA	NA	NA	NA	NA
candida glabrata	0.395840697114931	NA	0.237823627214069	0.457974478253859	0.486460449140436	NA	NA	NA	NA	0.298531129150104
nakaseomyces bracarensis	0.388774181951385	NA	0.243382552652049	0.473888354938978	0.510699603356678	NA	NA	NA	NA	0.303656668283804
nakaseomyces delphensis	0.401247319746755	NA	0.306206799176089	0.482355515586103	0.543236344967259	NA	NA	NA	NA	0.352373553864186
diddensiella caesifluorescens	0.497634477950865	0.434878379241273	0.375701095975187	0.431686206894103	0.564419710946875	NA	NA	NA	0.386051064402355	NA
nakaseomyces nivariensis	0.441524807133472	NA	0.258296896933748	0.469168250241807	0.511323785166766	NA	NA	NA	NA	0.289399415839817
kazachstania martiniae	0.46619874186792	NA	0.388903368915989	0.364600550470239	0.614280759910474	NA	NA	NA	0.592505224133252	0.37981406523065
kazachstania intestinalis	0.333938526001791	NA	0.261322709133304	0.375974759641299	0.287860639904533	NA	NA	NA	0.27565409500248	0.420032085838977
saccharomyces eubayanus	0.320384111613453	NA	0.29061436552465	0.400051511640284	0.444771563471623	NA	NA	NA	0.293199571826828	0.334270789503868
