all_taxa	xyl1.1	xyl1.2	xyl1.3	xyl1.4	xyl1.5	xyl1.6	xyl2.1	xyl2.2	xyl2.3	xyl2.4	xyl2.5	xyl2.6	xyl3.1	xyl3.2	xyl3.3	xyl3.4	xyl3.5	xyl3.6
cyberlindnera petersonii	0.558995668147715	0.543759451955703	NA	NA	NA	NA	0.462193494211443	NA	NA	NA	NA	NA	0.435966961488766	NA	NA	NA	NA	NA
cyberlindnera mrakii	0.415979851630722	0.55641152823118	0.524943870868946	NA	NA	NA	0.509100314692048	NA	NA	NA	NA	NA	0.458518640664623	NA	NA	NA	NA	NA
kazachstania taianensis	0.384355740504271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.233407013877902	NA	NA	NA	NA	NA
ambrosiozyma oregonensis	0.441044320811993	0.46917029288856	NA	NA	NA	NA	0.485220747667394	NA	NA	NA	NA	NA	0.44757950674942	NA	NA	NA	NA	NA
citeromyces siamensis	0.358187405939343	0.354749576231358	NA	NA	NA	NA	0.355161443433473	0.348494020260719	NA	NA	NA	NA	0.329732156240934	0.314072151829586	0.326652407827426	NA	NA	NA
komagataella populi	0.315369584045441	NA	NA	NA	NA	NA	0.291376214009757	NA	NA	NA	NA	NA	0.279053185767663	NA	NA	NA	NA	NA
phaffomyces opuntiae	0.532428957434352	0.606307861785561	0.6295845423329	NA	NA	NA	0.539910057962375	NA	NA	NA	NA	NA	0.479295113653615	NA	NA	NA	NA	NA
cyberlindnera suaveolens	0.529798763827522	0.565004868236732	0.443650278090195	NA	NA	NA	0.524292522687659	NA	NA	NA	NA	NA	0.480028578529178	NA	NA	NA	NA	NA
candida tropicalis	0.611534560533519	0.611074397668897	NA	NA	NA	NA	0.576638647329591	NA	NA	NA	NA	NA	0.534925462975365	NA	NA	NA	NA	NA
naumovozyma castellii	0.44342084530952	NA	NA	NA	NA	NA	0.390219262960459	NA	NA	NA	NA	NA	0.358843282817487	NA	NA	NA	NA	NA
kazachstania martiniae	0.466335480336461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.388696172761166	NA	NA	NA	NA	NA
candida ascalaphidarum	0.390751229025611	NA	NA	NA	NA	NA	0.325981868813215	0.37425199212084	NA	NA	NA	NA	0.332081714737167	NA	NA	NA	NA	NA
candida orba	0.60201905935718	0.530539501193045	0.557452824229901	NA	NA	NA	0.485013481960829	NA	NA	NA	NA	NA	0.467910785501361	0.507369317424907	NA	NA	NA	NA
lachancea fermentati	0.297653838381005	NA	NA	NA	NA	NA	0.2433304200092	NA	NA	NA	NA	NA	0.24142979786276	NA	NA	NA	NA	NA
zygotorulaspora florentina	0.321978974666633	NA	NA	NA	NA	NA	0.287440617763168	0.300336531519534	NA	NA	NA	NA	0.272251954335193	NA	NA	NA	NA	NA
kodamaea laetipori	0.475113238969386	NA	NA	NA	NA	NA	0.500703315156429	NA	NA	NA	NA	NA	0.419337783994017	NA	NA	NA	NA	NA
candida boidinii	0.609862603288402	0.654483726017396	NA	NA	NA	NA	0.675244393454438	NA	NA	NA	NA	NA	0.605430868438094	NA	NA	NA	NA	NA
spathaspora gorwiae	0.53932284670712	NA	NA	NA	NA	NA	0.529894359484345	NA	NA	NA	NA	NA	0.458404379609434	NA	NA	NA	NA	NA
tetrapisispora blattae	0.424997828131363	0.441084376956658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
phaffomyces thermotolerans	0.632745464383225	0.556167191820245	0.601666744089436	NA	NA	NA	0.514646938585752	NA	NA	NA	NA	NA	0.49646335214368	NA	NA	NA	NA	NA
metschnikowia shivogae	0.348422397128279	NA	NA	NA	NA	NA	0.278501610489092	NA	NA	NA	NA	NA	0.274288060729414	NA	NA	NA	NA	NA
kazachstania spencerorum	0.463797057457211	NA	NA	NA	NA	NA	0.400506549377416	NA	NA	NA	NA	NA	0.404506079252629	NA	NA	NA	NA	NA
kuraishia ogatae	0.524318732416599	NA	NA	NA	NA	NA	0.459965593771395	NA	NA	NA	NA	NA	0.45632666355277	NA	NA	NA	NA	NA
diddensiella caesifluorescens	0.49532405440398	NA	NA	NA	NA	NA	0.437905441950927	NA	NA	NA	NA	NA	0.371685103460297	NA	NA	NA	NA	NA
ogataea zsoltii	0.488494214186727	0.385319327703033	NA	NA	NA	NA	0.386157596764522	0.376011090216886	0.40551103922014	NA	NA	NA	0.401342438202498	NA	NA	NA	NA	NA
phaffomyces antillensis	0.605828016902184	0.513078802693629	0.577074369195856	NA	NA	NA	0.496778228052958	NA	NA	NA	NA	NA	0.451197624530712	NA	NA	NA	NA	NA
pichia membranifaciens	0.411726236468748	0.470660446061589	NA	NA	NA	NA	0.425569433761301	NA	NA	NA	NA	NA	0.40609743556868	NA	NA	NA	NA	NA
saccharomyces cerevisiae	0.306223190109227	NA	NA	NA	NA	NA	0.261198658467649	0.287015418478841	0.286326538639477	NA	NA	NA	0.248921073751605	NA	NA	NA	NA	NA
blastobotrys nivea	0.43189412291597	NA	NA	NA	NA	NA	0.356915075832552	NA	NA	NA	NA	NA	0.354759999720623	0.345757476355184	0.369110232518538	NA	NA	NA
candida corydali	0.400856030212893	NA	NA	NA	NA	NA	0.344503424031757	NA	NA	NA	NA	NA	0.342572184036752	NA	NA	NA	NA	NA
debaryomyces prosopidis	0.501822749141885	NA	NA	NA	NA	NA	0.448979993496458	0.302914841207629	NA	NA	NA	NA	0.424310095444482	NA	NA	NA	NA	NA
candida athensensis	0.564916548423054	NA	NA	NA	NA	NA	0.506148170143464	0.485211306881695	NA	NA	NA	NA	0.488849013141552	NA	NA	NA	NA	NA
wickerhamomyces alni	0.593218785394222	0.604092096040421	NA	NA	NA	NA	0.521435435171184	NA	NA	NA	NA	NA	0.473007577558282	NA	NA	NA	NA	NA
candida rhagii	0.38177579742577	0.55764181637953	0.595877512255526	NA	NA	NA	0.524983712331087	NA	NA	NA	NA	NA	0.500731873644746	NA	NA	NA	NA	NA
babjeviella inositovora	0.398395172500984	NA	NA	NA	NA	NA	0.309040262288449	0.298641493179497	NA	NA	NA	NA	0.290893848781913	NA	NA	NA	NA	NA
candida gorgasii	0.588396108173771	NA	NA	NA	NA	NA	0.532049939184587	0.499743962494711	NA	NA	NA	NA	0.497951616765292	NA	NA	NA	NA	NA
wickerhamia fluorescens	0.275856799207977	NA	NA	NA	NA	NA	0.23377209002596	NA	NA	NA	NA	NA	0.240353414862436	NA	NA	NA	NA	NA
yarrowia bubula	0.310105519996706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.241663381753879	NA	NA	NA	NA	NA
ambrosiozyma kashinagacola	0.522402021821193	NA	NA	NA	NA	NA	0.581259304552933	NA	NA	NA	NA	NA	0.478651270516414	NA	NA	NA	NA	NA
candida mycetangii	0.478731754488022	NA	NA	NA	NA	NA	0.422182571731538	NA	NA	NA	NA	NA	0.442038823004176	NA	NA	NA	NA	NA
candida emberorum	0.461355980899173	NA	NA	NA	NA	NA	0.350049971659087	NA	NA	NA	NA	NA	0.304306101370907	NA	NA	NA	NA	NA
ogataea trehalophila	0.440519714938062	NA	NA	NA	NA	NA	0.424100641151538	NA	NA	NA	NA	NA	0.364089038967353	NA	NA	NA	NA	NA
peterozyma toletana	0.530517519879217	0.429061838019668	0.492560996588739	NA	NA	NA	0.499590095731791	NA	NA	NA	NA	NA	0.454636922653082	NA	NA	NA	NA	NA
torulaspora microellipsoides	0.438186395368802	NA	NA	NA	NA	NA	0.411068694707098	0.405948009478789	0.363661491368636	0.391742308796611	0.34662868997695	0.453339701685095	0.375869609560571	NA	NA	NA	NA	NA
saturnispora dispora	0.293055957692157	NA	NA	NA	NA	NA	0.261172656379988	NA	NA	NA	NA	NA	0.26195239473553	NA	NA	NA	NA	NA
saturnispora serradocipensis	0.296613389361968	NA	NA	NA	NA	NA	0.257803805959147	NA	NA	NA	NA	NA	0.245517702142799	NA	NA	NA	NA	NA
cyberlindnera misumaiensis	0.528090903131348	0.534885555023781	NA	NA	NA	NA	0.482540183712217	NA	NA	NA	NA	NA	0.464669654226202	NA	NA	NA	NA	NA
barnettozyma pratensis	0.585872683161947	0.62621412548543	0.499060716707295	NA	NA	NA	0.529570352221847	NA	NA	NA	NA	NA	0.473369722580106	NA	NA	NA	NA	NA
geotrichum candidum	0.329785540443285	NA	NA	NA	NA	NA	0.307097713829394	NA	NA	NA	NA	NA	0.21798181387124	NA	NA	NA	NA	NA
kazachstania aerobia	0.527405249843216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.374547407586107	NA	NA	NA	NA	NA
kazachstania viticola	0.443101281583936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.357279011348762	NA	NA	NA	NA	NA
metschnikowia hibisci	0.590777421934052	NA	NA	NA	NA	NA	0.565989599087357	NA	NA	NA	NA	NA	0.516809080221665	NA	NA	NA	NA	NA
lipomyces kononenkoae	0.351916510916361	0.355480316418854	0.315943926783686	0.29237168067016	NA	NA	0.30020206743817	0.306991554836596	NA	NA	NA	NA	0.27781710363042	NA	NA	NA	NA	NA
ambrosiozyma pseudovanderkliftii	0.528579657266859	0.434937761909061	NA	NA	NA	NA	0.550652336152459	NA	NA	NA	NA	NA	0.46768226050308	NA	NA	NA	NA	NA
ogataea glucozyma	0.349580703427099	NA	NA	NA	NA	NA	0.271096314871392	0.292506967731852	NA	NA	NA	NA	0.29139788534367	NA	NA	NA	NA	NA
lachancea kluyveri	0.347514481332939	NA	NA	NA	NA	NA	0.314843072173667	NA	NA	NA	NA	NA	0.24112762656138	NA	NA	NA	NA	NA
nakazawaea peltata	0.553340673129764	NA	NA	NA	NA	NA	0.486104396826249	NA	NA	NA	NA	NA	0.423532223799547	NA	NA	NA	NA	NA
lipomyces suomiensis	0.337094764107419	NA	NA	NA	NA	NA	0.303073206270108	NA	NA	NA	NA	NA	0.253815915749912	NA	NA	NA	NA	NA
metschnikowia matae	0.311549954151144	0.249628498296424	0.325019016097618	NA	NA	NA	0.243518326913838	0.290327598101356	0.291678550012174	0.305642052533084	NA	NA	0.260253161808194	NA	NA	NA	NA	NA
sporopachydermia quercuum	0.549492509082986	0.427228050282893	0.499152889486334	0.511739992663051	NA	NA	0.554859257853257	0.523661978568374	NA	NA	NA	NA	0.491459391496805	NA	NA	NA	NA	NA
ascoidea rubescens	0.380672429136312	NA	NA	NA	NA	NA	0.347745614666425	NA	NA	NA	NA	NA	0.331791618774309	NA	NA	NA	NA	NA
cyberlindnera americana	0.379295838882105	0.383915706818542	0.428941143830166	0.435824336173955	NA	NA	0.374272410050433	NA	NA	NA	NA	NA	0.324018627356755	NA	NA	NA	NA	NA
lachancea nothofagi	0.29670094659928	NA	NA	NA	NA	NA	0.291869471541147	NA	NA	NA	NA	NA	0.231282115133836	NA	NA	NA	NA	NA
candida carpophila	0.461070248637641	0.593938998853312	NA	NA	NA	NA	0.519355197596848	0.471838145095816	NA	NA	NA	NA	0.515665803551566	NA	NA	NA	NA	NA
kazachstania turicensis	0.63193159647619	NA	NA	NA	NA	NA	0.525253391720823	NA	NA	NA	NA	NA	0.508480602678479	NA	NA	NA	NA	NA
blastobotrys proliferans	0.491244925271202	NA	NA	NA	NA	NA	0.420147860738671	NA	NA	NA	NA	NA	0.333405931349104	NA	NA	NA	NA	NA
metschnikowia borealis	0.223273755523389	NA	NA	NA	NA	NA	0.198840173932112	NA	NA	NA	NA	NA	0.135912384299108	0.132888108590038	0.172059109107894	0.130369357982585	NA	NA
kazachstania unispora	0.67118339115607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.516447392423189	NA	NA	NA	NA	NA
saccharomyces kudriavzevii	0.292094475795945	NA	NA	NA	NA	NA	0.288559409696102	NA	NA	NA	NA	NA	0.242252669114167	NA	NA	NA	NA	NA
ogataea trehaloabstinens	0.335802181519426	0.31901887206619	0.34833954076247	0.330060630073949	NA	NA	0.348175276724911	0.290874903365858	0.344675566525303	0.335520981206086	NA	NA	0.331492782568774	NA	NA	NA	NA	NA
kluyveromyces aestuarii	0.323426421575026	NA	NA	NA	NA	NA	0.281215740731347	NA	NA	NA	NA	NA	0.250697367875655	NA	NA	NA	NA	NA
eremothecium gossypii	0.336957116692557	NA	NA	NA	NA	NA	0.287167480707115	NA	NA	NA	NA	NA	0.251032624944787	NA	NA	NA	NA	NA
hyphopichia burtonii	0.438410317663026	NA	NA	NA	NA	NA	0.419991156022429	NA	NA	NA	NA	NA	0.418870970976261	NA	NA	NA	NA	NA
nakaseomyces bracarensis	0.388125378349395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.244476671968023	NA	NA	NA	NA	NA
candida blattae	0.374216597482775	0.457320614788894	NA	NA	NA	NA	0.410226905171938	0.364908538276067	NA	NA	NA	NA	0.35935919795038	NA	NA	NA	NA	NA
nakaseomyces nivariensis	0.440557946744206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.256924582682594	NA	NA	NA	NA	NA
yarrowia keelungensis	0.441086584830315	NA	NA	NA	NA	NA	0.402395072443731	NA	NA	NA	NA	NA	0.314759537945676	NA	NA	NA	NA	NA
lachancea fantastica	0.247845528422712	NA	NA	NA	NA	NA	0.27069991466223	NA	NA	NA	NA	NA	0.20649804870591	NA	NA	NA	NA	NA
candida orthopsilosis	0.303193104327388	NA	NA	NA	NA	NA	0.306080915674657	NA	NA	NA	NA	NA	0.299627518919364	NA	NA	NA	NA	NA
debaryomyces fabryi	0.46666328440604	0.542647147376766	NA	NA	NA	NA	0.478839249651434	0.502321013825324	0.481381487608044	0.389994430271013	0.495100981047507	NA	0.428607280033935	NA	NA	NA	NA	NA
hanseniaspora vinae	0.473157488446907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.425226126895131	NA	NA	NA	NA	NA
ogataea minuta	0.405991015860107	0.378056598799311	NA	NA	NA	NA	0.380780966392726	0.396811205168891	NA	NA	NA	NA	0.338230257938628	NA	NA	NA	NA	NA
metschnikowia aberdeeniae	0.483281620186149	NA	NA	NA	NA	NA	0.447568424719873	NA	NA	NA	NA	NA	0.418605208346233	NA	NA	NA	NA	NA
candida arabinofermentans	0.690431464982162	NA	NA	NA	NA	NA	0.669815662447339	NA	NA	NA	NA	NA	0.64431939884585	NA	NA	NA	NA	NA
cyberlindnera xylosilytica	0.484966288342494	0.584193220271711	NA	NA	NA	NA	0.492253711306005	NA	NA	NA	NA	NA	0.465932516002437	NA	NA	NA	NA	NA
hanseniaspora clermontiae	0.300643124964557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ogataea philodendra	0.415926830029199	NA	NA	NA	NA	NA	0.362016322293704	NA	NA	NA	NA	NA	0.35088083792953	NA	NA	NA	NA	NA
lipomyces mesembrius	0.347074020058582	0.388889415311042	NA	NA	NA	NA	0.321451230976498	NA	NA	NA	NA	NA	0.28115791742411	NA	NA	NA	NA	NA
torulaspora franciscae	0.380329930925675	NA	NA	NA	NA	NA	0.346201473096469	NA	NA	NA	NA	NA	0.296144915871009	NA	NA	NA	NA	NA
saccharomyces uvarum	0.327488805124545	NA	NA	NA	NA	NA	0.321202733261502	0.284779473286426	NA	NA	NA	NA	0.284649843507887	NA	NA	NA	NA	NA
zygoascus meyerae	0.38077666439008	NA	NA	NA	NA	NA	0.358773559109352	NA	NA	NA	NA	NA	0.305563044621213	NA	NA	NA	NA	NA
saturnispora mendoncae	0.410198685105909	NA	NA	NA	NA	NA	0.410782509962162	NA	NA	NA	NA	NA	0.391025427307676	NA	NA	NA	NA	NA
metschnikowia lockheadii	0.250918389365321	0.326278983279645	NA	NA	NA	NA	0.300531277482643	NA	NA	NA	NA	NA	0.249701982610224	NA	NA	NA	NA	NA
candida hispaniensis	0.325562272316899	NA	NA	NA	NA	NA	0.326822983576966	NA	NA	NA	NA	NA	0.279160195896487	NA	NA	NA	NA	NA
wickerhamomyces anomalus	0.448643855919188	NA	NA	NA	NA	NA	0.392268324416538	NA	NA	NA	NA	NA	0.411798084712186	NA	NA	NA	NA	NA
yamadazyma nakazawae	0.556387861549023	NA	NA	NA	NA	NA	0.498761399603365	0.447412697351263	NA	NA	NA	NA	0.469025000932755	NA	NA	NA	NA	NA
priceomyces carsonii	0.433956697528812	0.476937806833099	0.401040131478811	0.473573454595365	NA	NA	0.408135870662116	0.413594429931371	NA	NA	NA	NA	0.410287869614784	NA	NA	NA	NA	NA
candida kruisii	0.572064400427133	NA	NA	NA	NA	NA	0.518671334385492	0.506974977231123	NA	NA	NA	NA	0.447264391226368	NA	NA	NA	NA	NA
kazachstania solicola	0.460940957445685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.350502215409076	NA	NA	NA	NA	NA
